iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
20	10000	136.0	236.06	500	240.12	500.0	0.4321	1.0632	0.0000	0.1504	1.9101	9.7062	0.9044	0.5540
21	10500	141.9	270.15	500	240.12	500.0	0.4605	1.2815	0.0000	0.1390	2.0064	10.1584	1.0798	0.5468
22	11000	147.8	258.66	500	240.12	500.0	0.4906	2.8196	0.0000	0.1633	2.4024	13.3942	1.3785	0.5646
23	11500	153.6	213.26	500	240.12	500.0	0.5008	2.2479	0.0000	0.1388	2.4719	14.0099	1.2010	0.5731
24	12000	159.6	264.57	500	240.12	500.0	0.5173	2.1502	0.0000	0.1759	2.8070	16.8442	1.4715	0.6000
25	12500	177.3	152.95	500	280.12	500.0	0.5599	2.5427	0.0000	0.1726	3.0952	18.8913	1.5788	0.6010
26	13000	183.2	228.98	500	280.12	500.0	0.5946	3.3445	0.0000	0.1799	3.5947	23.1551	1.9761	0.6137
27	13500	189.1	373.37	500	280.12	500.0	0.6123	4.0634	0.0000	0.1790	3.7158	24.0155	1.9386	0.6159
28	14000	195.0	240.10	500	280.12	500.0	0.6538	4.0640	0.0000	0.1894	4.0806	26.7821	2.1990	0.6454
29	14500	200.9	305.79	500	280.12	500.0	0.7040	4.0341	0.0000	0.2263	4.5366	30.1542	2.5381	0.5991
30	15000	218.5	230.88	500	187.54	500.0	0.7273	4.1452	0.0000	0.1993	4.8414	32.8712	2.5989	0.6343
31	15500	224.5	296.45	500	187.54	500.0	0.7457	4.4860	0.0000	0.2236	5.0567	34.5348	2.6104	0.6375
32	16000	230.4	177.28	500	187.54	500.0	0.7456	4.6739	0.0000	0.2221	5.3642	37.6193	2.7986	0.6301
33	16500	236.5	159.90	500	187.54	500.0	0.7699	4.4251	0.0000	0.2055	4.9753	33.3276	2.7883	0.6341
34	17000	242.4	167.99	500	187.54	500.0	0.8128	4.6854	0.0000	0.2140	5.8072	40.7458	2.8449	0.6079
35	17500	260.1	232.16	500	320.76	500.0	0.8426	5.9734	0.0000	0.2105	5.9958	42.0526	3.1897	0.6336
36	18000	266.0	197.42	500	320.76	500.0	0.8358	5.3435	0.0000	0.2016	5.9156	41.4331	3.4280	0.6343
37	18500	271.9	259.23	500	320.76	500.0	0.8486	4.2703	0.0000	0.2157	6.0661	42.6111	2.9159	0.6325
38	19000	277.9	294.58	500	320.76	500.0	0.9041	5.6294	0.0000	0.2449	6.1594	42.2884	3.5972	0.6337
39	19500	283.9	262.79	500	320.76	500.0	0.8701	5.5863	0.0000	0.2489	6.6788	48.1413	3.4235	0.6320
40	20000	301.5	377.97	500	357.52	500.0	0.9607	7.0516	0.0000	0.2571	7.7276	56.7764	3.8352	0.6486
41	20500	307.5	252.94	500	357.52	500.0	0.9847	6.0525	0.0000	0.2311	6.9423	48.5728	4.0879	0.6266
42	21000	313.4	422.87	500	357.52	500.0	0.9816	6.0423	0.0000	0.3036	6.8129	46.9795	3.9459	0.6692
43	21500	319.4	282.11	500	357.52	500.0	0.9651	5.8626	0.0000	0.2310	6.6700	46.2440	3.9206	0.6538
44	22000	325.3	345.51	500	357.52	500.0	0.9964	6.8354	0.0000	0.2540	7.1959	50.7621	4.1432	0.6549
45	22500	343.0	302.65	500	356.91	500.0	1.0746	5.8562	0.0000	0.2337	6.9557	46.8968	4.0778	0.6496
46	23000	348.9	356.31	500	356.91	500.0	1.0886	7.0313	0.0000	0.2711	7.7506	54.3795	4.4922	0.6689
47	23500	354.8	462.86	500	356.91	500.0	1.0807	5.3661	0.0000	0.2472	7.7167	54.3175	3.1181	0.6739
48	24000	360.8	457.43	500	356.91	500.0	1.1171	7.4519	0.0000	0.3127	7.8700	54.7941	4.6859	0.6716
49	24500	366.7	489.78	500	356.91	500.0	1.1630	7.3226	0.0000	0.2491	8.4310	59.8047	4.8256	0.6544
50	25000	384.4	399.08	500	426.20	500.0	1.1283	7.3262	0.0000	0.2884	8.4743	60.7348	4.8255	0.6717
51	25500	390.3	300.07	500	426.20	500.0	1.1724	7.1291	0.0000	0.2742	9.3224	68.4039	4.9141	0.6883
52	26000	396.4	273.71	500	426.20	500.0	1.1348	8.9040	0.0000	0.2815	8.6694	62.5921	5.5272	0.6974
53	26500	402.4	365.56	500	426.20	500.0	1.2957	7.4098	0.0000	0.3053	9.6328	68.8879	5.2459	0.6766
54	27000	408.4	379.13	500	426.20	500.0	1.2032	7.6640	0.0000	0.2784	9.4771	69.3149	5.3152	0.7138
55	27500	425.9	293.29	500	373.98	500.0	1.2362	7.9729	0.0000	0.2546	9.8483	72.4853	5.6291	0.7041
56	28000	431.8	402.30	500	373.98	500.0	1.2901	7.2046	0.0000	0.3086	10.3032	75.6860	5.7463	0.7119
57	28500	437.8	278.26	500	373.98	500.0	1.2799	7.1005	0.0000	0.2678	9.9471	72.5337	5.1576	0.6931
58	29000	443.8	511.97	500	373.98	500.0	1.3824	7.1275	0.0000	0.2932	10.5466	76.3522	5.0001	0.7154
59	29500	449.7	442.21	500	373.98	500.0	1.3790	8.8631	0.0000	0.2932	10.4476	75.4296	6.1393	0.7129
60	30000	467.7	465.44	500	242.79	500.0	1.4045	8.5206	0.0000	0.2966	10.5210	75.6363	6.2099	0.7183
