iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
27	13500	230.3	877.51	500	897.78	500.0	0.0012	2.6055	-76.8919	0.0124	0.0919	0.8328	0.0378	0.2899
28	14000	237.9	847.44	500	897.78	500.0	0.0010	2.1697	-82.9803	0.0062	0.0403	0.3531	0.0208	0.2919
29	14500	245.4	835.24	500	897.78	500.0	0.0011	1.6181	-86.9006	0.0078	0.0411	0.3509	0.0179	0.3000
30	15000	265.3	506.98	500	885.46	500.0	0.0008	2.4922	-113.0814	0.0084	0.0445	0.3859	0.0233	0.2575
31	15500	272.9	924.52	500	885.46	500.0	0.0009	0.6396	-111.0776	0.0110	0.0167	0.0930	0.0089	0.2624
32	16000	280.2	937.98	500	885.46	500.0	0.0008	0.5085	-116.2271	0.0075	0.0179	0.1239	0.0077	0.2627
33	16500	287.6	881.76	500	885.46	500.0	0.0010	0.7550	-122.0596	0.0067	0.0201	0.1479	0.0089	0.2618
34	17000	295.1	914.20	500	885.46	500.0	0.0009	0.4792	-119.9938	0.0067	0.0153	0.1005	0.0073	0.2765
35	17500	314.7	910.90	500	904.08	500.0	0.0011	1.6542	-126.4625	0.0040	0.0290	0.2487	0.0140	0.2841
36	18000	322.0	879.48	500	904.08	500.0	0.0015	1.5416	-124.9548	0.0047	0.0637	0.5847	0.0262	0.2979
37	18500	329.4	834.81	500	904.08	500.0	0.0009	1.3093	-141.9092	0.0061	0.0289	0.2409	0.0142	0.2605
38	19000	336.7	902.98	500	904.08	500.0	0.0011	1.3410	-134.7955	0.0038	0.0295	0.2548	0.0124	0.2948
39	19500	344.1	859.74	500	904.08	500.0	0.0009	0.4778	-150.1479	0.0046	0.0155	0.1128	0.0068	0.2747
40	20000	364.1	867.22	500	893.25	500.0	0.0010	1.3250	-157.9129	0.0047	0.0293	0.2490	0.0144	0.2601
41	20500	371.7	882.18	500	893.25	500.0	0.0009	1.1792	-163.5033	0.0091	0.0192	0.1277	0.0088	0.2635
42	21000	379.3	964.20	500	893.25	500.0	0.0010	0.9316	-154.6715	0.0037	0.0212	0.1737	0.0095	0.2809
43	21500	386.8	887.42	500	893.25	500.0	0.0010	1.0005	-166.2256	0.0041	0.0208	0.1670	0.0094	0.2710
44	22000	394.4	900.25	500	893.25	500.0	0.0009	0.4642	-171.4161	0.0021	0.0108	0.0785	0.0046	0.2610
45	22500	414.5	904.38	500	901.97	500.0	0.0010	1.4366	-171.7476	0.0022	0.0300	0.2696	0.0139	0.2676
46	23000	421.8	889.46	500	901.97	500.0	0.0013	1.5173	-179.4612	0.0025	0.0346	0.3080	0.0148	0.2621
47	23500	429.2	931.83	500	901.97	500.0	0.0007	0.8075	-187.6394	0.0031	0.0136	0.1057	0.0059	0.2425
48	24000	436.8	858.73	500	901.97	500.0	0.0009	0.3744	-188.1781	0.0018	0.0133	0.1050	0.0054	0.2530
49	24500	444.3	954.18	500	901.97	500.0	0.0009	1.1133	-188.6104	0.0029	0.0214	0.1805	0.0096	0.2666
50	25000	464.3	884.12	500	878.12	500.0	0.0009	0.7101	-193.0950	0.0023	0.0274	0.2441	0.0085	0.2538
51	25500	471.9	858.79	500	878.12	500.0	0.0008	1.0477	-195.4991	0.0021	0.0177	0.1493	0.0086	0.2637
52	26000	479.5	896.74	500	878.12	500.0	0.0008	1.2685	-198.2979	0.0016	0.0247	0.2216	0.0118	0.2646
53	26500	487.1	921.68	500	878.12	500.0	0.0009	0.6784	-200.1946	0.0022	0.0316	0.2870	0.0101	0.2612
54	27000	494.7	889.17	500	878.12	500.0	0.0009	1.2232	-206.5772	0.0011	0.0178	0.1549	0.0086	0.2723
55	27500	514.6	905.30	500	878.58	500.0	0.0010	0.7822	-203.6786	0.0023	0.0236	0.2049	0.0090	0.2655
56	28000	522.2	845.24	500	878.58	500.0	0.0009	1.2244	-214.5444	0.0015	0.0230	0.2051	0.0099	0.2612
57	28500	529.8	863.47	500	878.58	500.0	0.0009	0.8761	-216.0200	0.0016	0.0177	0.1523	0.0076	0.2608
58	29000	537.4	925.15	500	878.58	500.0	0.0010	1.1261	-219.1388	0.0014	0.0345	0.3184	0.0119	0.2584
59	29500	545.1	908.78	500	878.58	500.0	0.0008	0.8772	-220.8921	0.0033	0.0176	0.1432	0.0077	0.2556
60	30000	565.0	912.54	500	889.64	500.0	0.0009	0.3692	-224.2360	0.0016	0.0353	0.3266	0.0090	0.2540
