iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
24	12000	150.1	78.05	500	120.09	500.0	1.0261	0.6380	0.0000	0.1977	2.7449	5.9382	1.3497	0.7494
25	12500	167.7	204.33	500	152.00	500.0	1.0993	1.5026	0.0000	0.2625	3.2903	9.6041	1.9304	0.7942
26	13000	173.4	74.39	500	152.00	500.0	0.8907	1.0656	0.0000	0.0462	2.2811	4.7662	1.3843	0.9196
27	13500	178.8	230.39	500	152.00	500.0	1.0740	1.8993	0.0000	0.1548	3.0880	8.6255	1.7876	0.8763
28	14000	184.3	94.86	500	152.00	500.0	1.1154	1.2857	0.0000	0.1258	2.9897	6.9609	1.8158	0.9289
29	14500	189.9	167.41	500	152.00	500.0	1.0362	0.8875	0.0000	0.0476	2.7216	6.2538	1.4708	1.0219
30	15000	207.0	340.08	500	141.26	500.0	0.8689	1.8543	0.0000	0.0344	2.6113	8.5632	1.4348	1.1649
31	15500	212.6	222.81	500	141.26	500.0	1.3534	2.4054	0.0000	0.2140	4.1241	13.1034	2.2576	0.9752
32	16000	218.1	202.12	500	141.26	500.0	1.3763	1.8237	0.0000	0.1848	4.3263	14.8131	2.3855	0.9836
33	16500	223.7	313.92	500	141.26	500.0	1.6358	3.0074	0.0000	0.5601	5.9183	23.6660	2.8098	0.9707
34	17000	229.3	236.93	500	141.26	500.0	1.7525	2.4381	0.0000	0.6072	6.2118	24.0307	3.2960	0.9915
35	17500	246.5	332.65	500	278.58	500.0	1.0864	4.8230	0.0000	0.0430	4.0481	18.5380	2.1029	1.2876
36	18000	252.1	372.48	500	278.58	500.0	1.8807	2.5916	0.0000	0.5824	7.2348	31.8218	3.2777	0.9957
37	18500	257.6	315.55	500	278.58	500.0	1.9701	3.1992	0.0000	0.6690	7.4950	32.2029	3.5279	1.0211
38	19000	263.2	377.06	500	278.58	500.0	1.7126	2.1729	0.0000	0.2868	6.1831	26.1444	2.8057	1.1097
39	19500	268.9	524.27	500	278.58	500.0	1.2605	4.1081	0.0000	0.0541	4.7485	22.0054	2.8262	1.3677
40	20000	286.1	345.41	500	349.58	500.0	1.5118	3.4811	0.0000	0.1859	5.5148	23.9828	2.4778	1.1811
41	20500	291.7	386.96	500	349.58	500.0	2.1757	4.7357	0.0000	0.7379	9.2658	45.4552	5.1977	1.0641
42	21000	297.3	496.29	500	349.58	500.0	1.3435	6.2720	0.0000	0.0667	5.7378	30.1755	2.8874	1.3804
43	21500	302.9	505.57	500	349.58	500.0	1.3929	3.5749	0.0000	0.0625	5.6496	28.3256	2.3440	1.3823
44	22000	308.5	615.53	500	349.58	500.0	1.3367	3.5596	0.0000	0.0487	5.2427	25.4486	2.7915	1.3876
45	22500	326.0	397.02	500	513.57	500.0	2.3999	5.5183	0.0000	0.9443	12.5976	73.2564	6.2874	1.0281
46	23000	331.6	578.87	500	513.57	500.0	2.4333	5.6304	0.0000	0.9612	12.7979	74.5076	5.7674	1.0138
47	23500	337.2	499.77	500	513.57	500.0	2.4128	6.9765	0.0000	1.0114	13.1721	78.4070	5.7831	1.0450
48	24000	342.8	612.37	500	513.57	500.0	1.5721	4.3947	0.0000	0.0664	6.8625	36.8511	3.7028	1.3850
49	24500	348.4	396.53	500	513.57	500.0	2.2258	7.9530	0.0000	0.4223	12.0989	74.3629	6.4072	1.1492
50	25000	365.6	433.53	500	346.33	500.0	1.7619	5.0203	0.0000	0.0743	8.1220	45.6103	3.8844	1.3999
51	25500	371.2	382.96	500	346.33	500.0	1.6776	10.7208	0.0000	0.0736	9.3207	59.2878	4.9177	1.3982
52	26000	376.6	252.38	500	346.33	500.0	2.6718	7.5346	0.0000	1.1281	17.8381	119.3037	7.9535	1.0674
53	26500	382.1	515.14	500	346.33	500.0	1.8009	7.0029	0.0000	0.1689	9.5155	58.2923	4.2326	1.4096
54	27000	387.6	342.70	500	346.33	500.0	1.9868	6.6187	0.0000	0.0768	10.1916	61.7976	4.7506	1.3885
55	27500	404.9	445.92	500	544.47	500.0	3.0787	9.0040	0.0000	1.0604	21.4543	147.6659	9.6637	1.0613
56	28000	410.4	479.05	500	544.47	500.0	2.3612	6.2838	0.0000	0.1825	12.5574	77.4377	5.5782	1.2932
57	28500	416.0	585.42	500	544.47	500.0	2.0317	7.9601	0.0000	0.0632	10.8091	67.1417	5.2341	1.4869
58	29000	421.6	662.37	500	544.47	500.0	3.1613	13.1632	0.0000	1.2323	22.2998	153.6112	11.1591	1.0299
59	29500	427.2	555.90	500	544.47	500.0	2.7109	10.0174	0.0000	0.5394	17.5369	118.4548	8.0051	1.1368
60	30000	445.0	606.11	500	560.67	500.0	3.3722	12.2958	0.0000	1.0883	23.5261	162.3756	11.1707	1.0161
