iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
27	13500	165.9	859.72	500	498.51	500.0	0.0004	1.1756	0.0000	0.0081	0.0275	0.2271	0.0100	0.4392
28	14000	171.2	0.00	500	498.51	500.0	0.0004	0.4077	0.0000	0.0037	0.0278	0.2511	0.0098	0.4466
29	14500	176.5	828.14	500	498.51	500.0	0.0050	0.9162	0.0000	0.0709	0.0900	0.4453	0.0316	0.4333
30	15000	192.4	0.00	500	298.81	500.0	0.0008	0.1436	0.0000	0.0063	0.0336	0.2892	0.0136	0.4745
31	15500	197.7	0.00	500	298.81	500.0	0.0006	1.2410	0.0000	0.0057	0.0338	0.2974	0.0137	0.4729
32	16000	203.0	713.31	500	298.81	500.0	0.0007	0.5175	0.0000	0.0054	0.0389	0.3472	0.0126	0.5103
33	16500	208.4	762.80	500	298.81	500.0	0.0007	0.9043	0.0000	0.0060	0.0710	0.6661	0.0272	0.5248
34	17000	213.7	847.27	500	298.81	500.0	0.0007	1.4857	0.0000	0.0043	0.0719	0.6838	0.0267	0.4920
35	17500	229.6	891.00	500	516.97	500.0	0.0010	0.8748	0.0000	0.0039	0.1033	0.9931	0.0409	0.5018
36	18000	234.9	0.00	500	516.97	500.0	0.0009	0.9732	0.0000	0.0043	0.1147	1.1062	0.0420	0.5057
37	18500	240.2	749.85	500	516.97	500.0	0.0009	1.4480	0.0000	0.0042	0.1156	1.1171	0.0459	0.5124
38	19000	245.5	0.00	500	516.97	500.0	0.0012	1.7200	0.0000	0.0045	0.1439	1.3927	0.0603	0.5026
39	19500	250.8	843.17	500	516.97	500.0	0.0033	0.9204	0.0000	0.0052	0.1642	1.5498	0.0690	0.4871
40	20000	267.0	844.64	500	528.65	500.0	0.0016	3.2149	0.0000	0.0037	0.1777	1.7255	0.0697	0.5352
41	20500	272.3	867.58	500	528.65	500.0	0.0022	3.3270	0.0000	0.0035	0.2130	2.0680	0.0734	0.5251
42	21000	277.6	949.92	500	528.65	500.0	0.0017	2.8691	0.0000	0.0070	0.2263	2.1951	0.0937	0.5324
43	21500	282.9	0.00	500	528.65	500.0	0.0012	1.5348	0.0000	0.0038	0.2767	2.7242	0.1003	0.5453
44	22000	288.2	0.00	500	528.65	500.0	0.0017	3.1450	0.0000	0.0033	0.3333	3.2821	0.1208	0.5448
45	22500	304.2	883.58	500	517.90	500.0	0.0019	7.6304	0.0000	0.0034	0.5241	5.1864	0.1777	0.5255
46	23000	309.5	870.19	500	517.90	500.0	0.0018	2.6991	0.0000	0.0029	0.2981	2.9304	0.1157	0.5669
47	23500	314.8	915.27	500	517.90	500.0	0.0016	8.0423	0.0000	0.0027	0.3740	3.6937	0.1420	0.5544
48	24000	320.2	0.00	500	517.90	500.0	0.0020	3.4972	0.0000	0.0020	0.4659	4.6083	0.1384	0.5827
49	24500	325.5	884.41	500	517.90	500.0	0.0037	4.6136	0.0000	0.0181	0.5426	5.2626	0.2385	0.5468
50	25000	341.3	865.70	500	860.53	500.0	0.0021	1.3501	0.0000	0.0028	0.3786	3.7302	0.1460	0.5746
51	25500	346.5	832.21	500	860.53	500.0	0.0025	3.8718	0.0000	0.0029	0.5462	5.3965	0.2289	0.5735
52	26000	351.9	873.72	500	860.53	500.0	0.0025	4.1326	0.0000	0.0017	0.5330	5.2717	0.2239	0.6020
53	26500	357.2	910.21	500	860.53	500.0	0.0024	3.7546	0.0000	0.0036	0.7232	7.1665	0.2696	0.5851
54	27000	362.3	864.76	500	860.53	500.0	0.0025	4.9484	0.0000	0.0031	0.4874	4.8090	0.1764	0.5944
55	27500	378.3	513.25	500	859.55	500.0	0.0024	16.2251	0.0000	0.0031	0.8618	8.5538	0.3464	0.5869
56	28000	383.6	828.34	500	859.55	500.0	0.0028	5.3448	0.0000	0.0027	0.6717	6.6472	0.2944	0.5642
57	28500	388.9	830.84	500	859.55	500.0	0.0030	3.2011	0.0000	0.0021	0.7195	7.1248	0.2618	0.5458
58	29000	394.3	904.71	500	859.55	500.0	0.0031	9.0472	0.0000	0.0036	0.8171	8.0901	0.3719	0.5605
59	29500	399.6	883.37	500	859.55	500.0	0.0033	4.2384	0.0000	0.0025	0.8002	7.9244	0.3165	0.5405
60	30000	415.4	893.03	500	708.02	500.0	0.0031	5.8532	0.0000	0.0022	0.9083	9.0091	0.3811	0.5622
