iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
27	13500	179.8	850.63	500	528.62	500.0	0.0042	2.5010	0.0000	0.0171	0.4951	4.7822	0.1916	0.4740
28	14000	185.6	0.00	500	528.62	500.0	0.0046	1.9200	0.0000	0.0197	0.6190	5.9991	0.2378	0.4799
29	14500	191.3	837.14	500	528.62	500.0	0.0047	2.2409	0.0000	0.0089	0.6312	6.1736	0.2325	0.5083
30	15000	208.3	923.44	500	520.82	500.0	0.0045	2.9379	0.0000	0.0187	0.5335	5.1514	0.2177	0.4344
31	15500	214.1	0.00	500	520.82	500.0	0.0040	3.8724	0.0000	0.0239	0.6981	6.7805	0.2845	0.4502
32	16000	219.8	928.14	500	520.82	500.0	0.0044	3.3284	0.0000	0.0134	1.0415	10.2596	0.3954	0.4513
33	16500	225.5	873.34	500	520.82	500.0	0.0052	5.1864	0.0000	0.0136	0.8204	8.0324	0.3399	0.4834
34	17000	231.2	904.51	500	520.82	500.0	0.0046	3.2549	0.0000	0.0103	1.4182	14.0385	0.5486	0.4719
35	17500	248.2	899.97	500	525.41	500.0	0.0049	3.6042	0.0000	0.0078	1.0981	10.8445	0.4921	0.4617
36	18000	254.0	0.00	500	525.41	500.0	0.0056	7.8464	0.0000	0.0279	1.4045	13.7943	0.6590	0.4680
37	18500	259.7	785.75	500	525.41	500.0	0.0059	4.3268	0.0000	0.0083	1.6262	16.1036	0.6923	0.4794
38	19000	265.4	893.76	500	525.41	500.0	0.0062	5.8853	0.0000	0.0078	1.9848	19.6849	0.8217	0.4511
39	19500	271.2	836.59	500	525.41	500.0	0.0056	3.9488	0.0000	0.0126	1.8601	18.4262	0.7076	0.4493
40	20000	288.3	0.00	500	367.65	500.0	0.0061	4.2972	0.0000	0.0110	1.8377	18.2006	0.7223	0.4586
41	20500	294.1	863.86	500	367.65	500.0	0.0062	4.5114	0.0000	0.0091	1.4488	14.3175	0.6010	0.4743
42	21000	299.8	951.62	500	367.65	500.0	0.0063	7.4637	0.0000	0.0056	2.0525	20.3710	0.9165	0.4481
43	21500	305.6	0.00	500	367.65	500.0	0.0063	15.1962	0.0000	0.0115	2.3249	23.0666	0.9198	0.4506
44	22000	311.3	0.00	500	367.65	500.0	0.0066	9.1396	0.0000	0.0068	2.0667	20.5010	0.8036	0.4848
45	22500	328.3	872.68	500	692.49	500.0	0.0064	9.1626	0.0000	0.0097	1.9199	19.0230	0.7685	0.4672
46	23000	334.0	865.78	500	692.49	500.0	0.0072	5.9088	0.0000	0.0110	2.6652	26.4535	0.8003	0.4550
47	23500	339.8	913.65	500	692.49	500.0	0.0072	20.4152	0.0000	0.0037	2.6083	25.9208	1.1292	0.4754
48	24000	345.4	219.98	500	692.49	500.0	0.0070	6.7153	0.0000	0.0058	2.2283	22.1146	0.8266	0.4501
49	24500	351.1	0.00	500	692.49	500.0	0.0071	9.4339	0.0000	0.0050	2.4850	24.6841	1.0403	0.4295
50	25000	368.0	847.29	500	830.31	500.0	0.0079	7.7034	0.0000	0.0062	2.1727	21.5384	0.9674	0.4626
51	25500	373.7	777.09	500	830.31	500.0	0.0070	13.4280	0.0000	0.0101	3.3640	33.4497	1.3636	0.4511
52	26000	379.5	0.00	500	830.31	500.0	0.0081	13.3077	0.0000	0.0042	2.8957	28.7743	1.3165	0.4600
53	26500	385.3	0.00	500	830.31	500.0	0.0082	14.1649	0.0000	0.0748	3.3068	32.5303	1.4141	0.4387
54	27000	391.0	854.23	500	830.31	500.0	0.0083	21.5720	0.0000	0.0068	4.2908	42.7071	1.9392	0.4467
55	27500	408.5	865.93	500	834.73	500.0	0.0083	9.8178	0.0000	0.0086	3.9757	39.5481	1.4356	0.4486
56	28000	414.1	797.97	500	834.73	500.0	0.0098	19.3335	0.0000	0.0032	4.4749	44.5374	1.9630	0.4569
57	28500	419.8	819.38	500	834.73	500.0	0.0084	17.6913	0.0000	0.0071	3.8978	38.7743	1.8831	0.4588
58	29000	425.5	0.00	500	834.73	500.0	0.0088	12.8808	0.0000	0.0056	4.6616	46.4109	1.9823	0.4574
59	29500	431.2	844.56	500	834.73	500.0	0.0085	18.6559	0.0000	0.0045	4.8783	48.5912	2.2499	0.4510
60	30000	448.1	865.23	500	675.92	500.0	0.0106	17.2011	0.0000	0.0181	4.0620	40.3168	1.7452	0.4719
