iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
27	13500	235.4	877.47	500	896.26	500.0	0.0008	1.2612	-80.7057	0.0041	0.0220	0.1837	0.0106	0.2310
28	14000	242.9	848.00	500	896.26	500.0	0.0009	3.3085	-77.0665	0.0035	0.1902	1.8661	0.0729	0.2641
29	14500	250.4	844.82	500	896.26	500.0	0.0008	1.7272	-83.1719	0.0088	0.0334	0.2730	0.0151	0.2438
30	15000	270.6	930.44	500	884.81	500.0	0.0008	1.0331	-94.1269	0.0026	0.0124	0.0945	0.0057	0.2469
31	15500	278.1	923.72	500	884.81	500.0	0.0008	2.3421	-97.0006	0.0109	0.0901	0.8299	0.0403	0.2488
32	16000	285.6	937.12	500	884.81	500.0	0.0010	0.5041	-99.5692	0.0025	0.0110	0.0773	0.0050	0.2516
33	16500	293.3	883.09	500	884.81	500.0	0.0008	1.8745	-113.2088	0.0025	0.0204	0.1744	0.0091	0.2448
34	17000	300.8	914.52	500	884.81	500.0	0.0009	1.0688	-115.3888	0.0048	0.0132	0.0897	0.0062	0.2543
35	17500	320.9	909.50	500	901.71	500.0	0.0009	0.7411	-122.9250	0.0031	0.0147	0.1126	0.0063	0.2476
36	18000	328.4	885.59	500	901.71	500.0	0.0010	0.9744	-136.1465	0.0019	0.0341	0.3111	0.0132	0.2246
37	18500	335.9	846.26	500	901.71	500.0	0.0009	0.6826	-122.6809	0.0015	0.0293	0.2672	0.0083	0.2643
38	19000	343.4	902.48	500	901.71	500.0	0.0009	1.0183	-139.8771	0.0033	0.0259	0.2245	0.0109	0.2478
39	19500	351.0	864.08	500	901.71	500.0	0.0009	0.9650	-145.7369	0.0028	0.0183	0.1504	0.0068	0.2480
40	20000	371.2	866.77	500	891.81	500.0	0.0012	0.7765	-144.3928	0.0024	0.0264	0.2282	0.0089	0.2504
41	20500	378.8	886.79	500	891.81	500.0	0.0010	0.9532	-147.8285	0.0022	0.0167	0.1365	0.0081	0.2581
42	21000	386.2	962.41	500	891.81	500.0	0.0010	0.6868	-151.4447	0.0020	0.0213	0.1839	0.0074	0.2553
43	21500	394.0	885.59	500	891.81	500.0	0.0009	0.6627	-162.3682	0.0027	0.0165	0.1332	0.0065	0.2509
44	22000	401.7	899.48	500	891.81	500.0	0.0010	0.1496	-162.1867	0.0030	0.0161	0.1253	0.0056	0.2561
45	22500	422.2	901.47	500	900.63	500.0	0.0010	0.8011	-172.7396	0.0025	0.0150	0.1178	0.0064	0.2435
46	23000	430.0	887.73	500	900.63	500.0	0.0008	1.3141	-180.9361	0.0019	0.0136	0.1099	0.0064	0.2317
47	23500	437.8	930.02	500	900.63	500.0	0.0009	0.4383	-177.8885	0.0051	0.0188	0.1451	0.0069	0.2499
48	24000	445.6	856.77	500	900.63	500.0	0.0008	0.8883	-180.7039	0.0028	0.0182	0.1510	0.0073	0.2424
49	24500	453.4	953.94	500	900.63	500.0	0.0009	0.4782	-192.2607	0.0026	0.0149	0.1187	0.0057	0.2347
50	25000	474.1	882.20	500	875.97	500.0	0.0009	1.0940	-203.4850	0.0027	0.0135	0.1031	0.0063	0.2119
51	25500	481.6	856.45	500	875.97	500.0	0.0011	1.3634	-190.9589	0.0015	0.0403	0.3743	0.0157	0.2463
52	26000	489.3	896.72	500	875.97	500.0	0.0009	0.5082	-199.7747	0.0020	0.0107	0.0794	0.0044	0.2326
53	26500	496.8	920.82	500	875.97	500.0	0.0008	0.6148	-203.1055	0.0011	0.0198	0.1776	0.0070	0.2375
54	27000	504.6	887.53	500	875.97	500.0	0.0008	0.1971	-208.9441	0.0019	0.0103	0.0780	0.0041	0.2412
55	27500	525.0	900.74	500	877.69	500.0	0.0009	0.9409	-208.1340	0.0023	0.0183	0.1540	0.0073	0.2405
56	28000	532.6	843.65	500	877.69	500.0	0.0008	0.3006	-216.9891	0.0011	0.0112	0.0905	0.0044	0.2264
57	28500	540.3	860.23	500	877.69	500.0	0.0009	1.1429	-215.0190	0.0069	0.0314	0.2625	0.0122	0.2386
58	29000	548.0	924.29	500	877.69	500.0	0.0009	0.6292	-225.5255	0.0020	0.0135	0.1077	0.0057	0.2278
59	29500	555.7	907.84	500	877.69	500.0	0.0009	1.7729	-216.8577	0.0024	0.0257	0.2274	0.0115	0.2469
60	30000	576.0	910.31	500	889.36	500.0	0.0008	0.2661	-228.9428	0.0008	0.0159	0.1388	0.0055	0.2376
