iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
27	13500	246.5	881.10	500	900.29	500.0	0.0017	1.3785	-118.6045	0.0061	0.0675	0.6108	0.0385	0.3448
28	14000	254.6	850.09	500	900.29	500.0	0.0015	0.8603	-126.3750	0.0073	0.0557	0.4895	0.0282	0.3499
29	14500	262.6	842.51	500	900.29	500.0	0.0015	2.1044	-128.0417	0.0082	0.0758	0.6858	0.0445	0.3516
30	15000	283.5	924.42	500	884.28	500.0	0.0014	1.3576	-146.7853	0.0078	0.0574	0.5072	0.0328	0.3271
31	15500	291.5	925.45	500	884.28	500.0	0.0015	0.3300	-150.0565	0.0047	0.0457	0.4034	0.0267	0.3367
32	16000	299.4	940.09	500	884.28	500.0	0.0015	1.2725	-150.7341	0.0077	0.0508	0.4389	0.0300	0.3514
33	16500	307.4	883.67	500	884.28	500.0	0.0013	2.3311	-160.5114	0.0075	0.0675	0.6106	0.0422	0.3390
34	17000	315.5	916.10	500	884.28	500.0	0.0016	1.4918	-162.2649	0.0040	0.0816	0.7650	0.0387	0.3548
35	17500	336.7	910.92	500	904.21	500.0	0.0014	2.0104	-176.0524	0.0047	0.0536	0.4837	0.0304	0.3280
36	18000	344.6	885.55	500	904.21	500.0	0.0013	2.2921	-177.3619	0.0127	0.0791	0.7019	0.0400	0.3387
37	18500	352.6	848.82	500	904.21	500.0	0.0013	1.0441	-187.4155	0.0032	0.0467	0.4246	0.0296	0.3312
38	19000	360.7	901.58	500	904.21	500.0	0.0017	3.8065	-175.7204	0.0087	0.1222	1.1443	0.0702	0.3565
39	19500	368.9	866.02	500	904.21	500.0	0.0011	2.4738	-190.5536	0.0036	0.0782	0.7414	0.0463	0.3453
40	20000	390.2	864.99	500	889.76	500.0	0.0015	2.1843	-192.7926	0.0060	0.0639	0.5786	0.0375	0.3503
41	20500	398.2	889.43	500	889.76	500.0	0.0014	2.2163	-201.9507	0.0062	0.0565	0.5069	0.0330	0.3459
42	21000	406.3	964.13	500	889.76	500.0	0.0016	0.8347	-195.3325	0.0055	0.0499	0.4400	0.0318	0.3587
43	21500	414.3	887.28	500	889.76	500.0	0.0013	1.0555	-206.9074	0.0036	0.0530	0.4862	0.0270	0.3451
44	22000	422.3	900.05	500	889.76	500.0	0.0013	1.6566	-215.5431	0.0035	0.0620	0.5769	0.0351	0.3402
45	22500	443.3	902.31	500	901.25	500.0	0.0014	2.5332	-213.9910	0.0052	0.0555	0.5010	0.0349	0.3529
46	23000	451.3	888.13	500	901.25	500.0	0.0012	3.1264	-219.9304	0.0025	0.0677	0.6410	0.0437	0.3478
47	23500	459.4	930.82	500	901.25	500.0	0.0012	1.2787	-227.0683	0.0070	0.0507	0.4473	0.0289	0.3333
48	24000	467.4	859.03	500	901.25	500.0	0.0011	0.8505	-230.5574	0.0035	0.0474	0.4335	0.0274	0.3473
49	24500	475.3	955.14	500	901.25	500.0	0.0012	2.8898	-235.6213	0.0034	0.0559	0.5172	0.0320	0.3392
50	25000	496.7	881.84	500	875.02	500.0	0.0013	3.4428	-239.8742	0.0059	0.0935	0.8790	0.0560	0.3449
51	25500	504.8	855.31	500	875.02	500.0	0.0013	0.7749	-243.3374	0.0032	0.0431	0.3905	0.0249	0.3339
52	26000	513.1	895.59	500	875.02	500.0	0.0012	0.8900	-248.9862	0.0038	0.0492	0.4489	0.0239	0.3215
53	26500	521.2	917.52	500	875.02	500.0	0.0013	0.6536	-249.5161	0.0037	0.0434	0.3893	0.0258	0.3347
54	27000	529.1	888.29	500	875.02	500.0	0.0014	2.6379	-249.7259	0.0051	0.0952	0.8977	0.0495	0.3486
55	27500	550.6	904.76	500	877.25	500.0	0.0011	0.5584	-261.4239	0.0029	0.0425	0.3887	0.0186	0.3267
56	28000	558.9	841.35	500	877.25	500.0	0.0013	0.8160	-256.9098	0.0033	0.0506	0.4641	0.0277	0.3318
57	28500	567.0	859.76	500	877.25	500.0	0.0011	1.7629	-265.0800	0.0033	0.0557	0.5179	0.0328	0.3241
58	29000	575.0	924.39	500	877.25	500.0	0.0011	1.1705	-266.5477	0.0033	0.0383	0.3453	0.0225	0.3308
59	29500	583.2	906.77	500	877.25	500.0	0.0012	1.1753	-270.6457	0.0036	0.0435	0.3927	0.0234	0.3223
60	30000	604.7	910.38	500	889.76	500.0	0.0011	1.4837	-262.1638	0.0022	0.0500	0.4671	0.0236	0.3545
