iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
26	13000	179.8	358.04	500	279.32	500.0	1.1702	2.8464	0.0000	0.2018	4.3762	19.3484	2.4016	0.8041
27	13500	185.7	449.91	500	279.32	500.0	1.1809	3.0405	0.0000	0.2079	4.9332	24.6744	2.5917	0.8030
28	14000	191.5	372.87	500	279.32	500.0	1.3255	3.1989	0.0000	0.2330	5.4740	27.0653	2.5118	0.7707
29	14500	197.2	423.07	500	279.32	500.0	1.2663	3.6168	0.0000	0.2269	5.7193	30.7319	2.8841	0.8223
30	15000	214.6	261.99	500	135.92	500.0	1.3905	5.4304	0.0000	0.2765	6.6060	36.8684	3.5784	0.7921
31	15500	220.5	279.85	500	135.92	500.0	1.3860	4.9677	0.0000	0.2811	6.4237	35.1123	4.0458	0.8065
32	16000	226.2	443.51	500	135.92	500.0	1.4125	5.4632	0.0000	0.2723	6.4487	34.8746	3.7377	0.8129
33	16500	232.1	374.90	500	135.92	500.0	1.4545	5.5429	0.0000	0.2771	7.1496	41.0202	3.9470	0.8202
34	17000	237.8	310.18	500	135.92	500.0	1.5348	5.2062	0.0000	0.2974	7.3614	41.4319	4.1476	0.8496
35	17500	255.2	305.11	500	387.58	500.0	1.5653	5.6220	0.0000	0.2672	8.1663	49.0216	4.3510	0.7752
36	18000	260.9	368.22	500	387.58	500.0	1.6294	6.7529	0.0000	0.2647	8.1845	47.9340	4.8124	0.7999
37	18500	266.6	474.33	500	387.58	500.0	1.6848	5.9191	0.0000	0.2799	8.1697	46.6011	4.3113	0.8057
38	19000	272.3	44.14	500	387.58	500.0	1.6563	8.7741	0.0000	0.2713	8.3849	49.3667	4.5712	0.8179
39	19500	278.2	352.20	500	387.58	500.0	1.7144	7.8857	0.0000	0.3290	9.3365	57.4321	5.3957	0.8184
40	20000	295.7	439.87	500	395.95	500.0	1.7367	7.0785	0.0000	0.3252	9.0573	54.2125	5.3451	0.7936
41	20500	301.5	374.51	500	395.95	500.0	1.7024	7.1687	0.0000	0.3091	9.1868	56.2754	5.2490	0.8041
42	21000	307.5	380.90	500	395.95	500.0	1.8801	8.9316	0.0000	0.3238	10.1095	61.8740	6.1395	0.7997
43	21500	313.3	448.94	500	395.95	500.0	1.8782	8.6849	0.0000	0.3372	10.9539	70.2890	5.7972	0.7889
44	22000	319.2	413.18	500	395.95	500.0	1.8902	9.5548	0.0000	0.3784	10.4035	64.3395	5.7598	0.7790
45	22500	336.6	380.34	500	380.12	500.0	1.9720	7.5992	0.0000	0.3408	10.5219	64.0759	5.9877	0.7795
46	23000	342.5	418.01	500	380.12	500.0	2.0215	10.5356	0.0000	0.3533	10.9955	67.7585	6.4669	0.7951
47	23500	348.3	425.21	500	380.12	500.0	2.0102	7.4540	0.0000	0.3456	10.6002	64.0699	5.4112	0.7713
48	24000	354.1	376.68	500	380.12	500.0	2.0273	9.4417	0.0000	0.3683	11.2624	70.2379	6.2329	0.7713
49	24500	359.9	507.76	500	380.12	500.0	2.0585	10.3361	0.0000	0.3573	11.6604	73.6482	7.3484	0.7693
50	25000	377.5	360.69	500	429.04	500.0	2.1330	10.7282	0.0000	0.3348	12.5426	81.0933	6.9108	0.8287
51	25500	383.2	470.76	500	429.04	500.0	2.1807	9.5280	0.0000	0.4187	11.9571	73.8643	7.2818	0.7788
52	26000	389.0	339.85	500	429.04	500.0	2.1823	9.9503	0.0000	0.3208	12.9170	83.9200	6.5277	0.8108
53	26500	394.8	452.03	500	429.04	500.0	2.2540	9.4289	0.0000	0.3741	12.4750	77.7992	6.8175	0.7785
54	27000	400.5	460.83	500	429.04	500.0	2.3108	12.2972	0.0000	0.3773	12.7788	79.6853	7.5666	0.7655
55	27500	417.9	391.75	500	508.30	500.0	2.2662	9.8629	0.0000	0.3883	13.0188	82.9221	7.8855	0.7776
56	28000	423.8	532.73	500	508.30	500.0	2.3450	10.9150	0.0000	0.4050	12.5892	76.9661	7.1216	0.7763
57	28500	429.8	401.95	500	508.30	500.0	2.2829	11.3558	0.0000	0.3714	13.3073	85.5580	7.9234	0.8097
58	29000	435.6	381.71	500	508.30	500.0	2.4153	10.8075	0.0000	0.3517	13.8928	88.8635	7.8768	0.7925
59	29500	441.5	507.19	500	508.30	500.0	2.3649	10.9923	0.0000	0.3687	13.5535	86.3938	7.4190	0.8025
60	30000	458.8	366.27	500	453.70	500.0	2.3756	12.3643	0.0000	0.4015	14.1446	91.9275	8.1864	0.7970
