iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
25	12500	162.5	285.44	500	554.59	500.0	0.6045	2.8069	0.0000	0.0185	2.1193	9.0115	1.2132	1.4369
26	13000	167.9	698.23	500	554.59	500.0	0.6001	2.8672	0.0000	0.0146	2.1355	9.2801	1.3428	1.3684
27	13500	173.3	652.74	500	554.59	500.0	0.5992	3.4623	0.0000	0.0149	2.1388	9.3302	1.2165	1.4058
28	14000	178.9	612.32	500	554.59	500.0	0.6161	2.8127	0.0000	0.0138	2.1449	9.0574	1.3721	1.4180
29	14500	184.4	694.06	500	554.59	500.0	0.6079	3.4531	0.0000	0.0144	2.2577	10.3456	1.3582	1.4144
30	15000	200.9	698.94	500	707.03	500.0	0.5494	3.2024	0.0000	0.0146	2.2000	10.9392	1.3379	1.3735
31	15500	206.4	629.61	500	707.03	500.0	0.6029	2.6802	0.0000	0.0142	2.5362	13.2319	1.5212	1.3775
32	16000	212.0	831.55	500	707.03	500.0	0.6137	2.7871	0.0000	0.0156	2.5131	12.7783	1.6241	1.3664
33	16500	217.5	785.92	500	707.03	500.0	0.6116	3.6663	0.0000	0.0162	2.6599	14.2860	1.5492	1.3621
34	17000	223.0	789.54	500	707.03	500.0	0.6008	4.4532	0.0000	0.0153	2.7892	15.7996	1.6351	1.3156
35	17500	240.0	770.22	500	778.53	500.0	0.5862	4.7037	0.0000	0.0153	2.6605	14.8051	1.7446	1.3545
36	18000	245.5	786.01	500	778.53	500.0	0.6183	4.0993	0.0000	0.0138	2.7642	15.2067	1.6546	1.3756
37	18500	251.0	688.60	500	778.53	500.0	0.5884	7.4430	0.0000	0.0156	3.0638	18.7921	1.9802	1.3234
38	19000	256.5	841.15	500	778.53	500.0	0.5982	4.3457	0.0000	0.0150	3.0263	18.2245	1.7519	1.3361
39	19500	262.0	785.24	500	778.53	500.0	0.6204	4.2287	0.0000	0.0148	3.1853	19.3701	1.9893	1.3312
40	20000	279.2	842.35	500	717.54	500.0	0.6209	3.9429	0.0000	0.0156	3.3625	21.1283	1.8792	1.3212
41	20500	284.7	697.52	500	717.54	500.0	0.5758	4.2911	0.0000	0.0152	3.0931	19.3386	1.9305	1.2972
42	21000	290.2	854.11	500	717.54	500.0	0.6019	4.1387	0.0000	0.0129	3.2529	20.4256	2.0477	1.2865
43	21500	295.8	880.22	500	717.54	500.0	0.6152	4.1687	0.0000	0.0153	3.4951	22.5706	1.9379	1.2748
44	22000	301.4	802.47	500	717.54	500.0	0.6357	7.3301	0.0000	0.0153	3.5640	22.8482	2.3129	1.2550
45	22500	318.3	633.19	500	807.47	500.0	0.6051	5.4518	0.0000	0.0159	3.4192	22.0114	2.0779	1.2892
46	23000	323.9	765.94	500	807.47	500.0	0.6304	4.6934	0.0000	0.0143	3.5962	23.2819	2.1467	1.2879
47	23500	329.3	829.60	500	807.47	500.0	0.6366	6.0078	0.0000	0.0130	3.7052	24.2543	2.3426	1.2939
48	24000	334.7	843.61	500	807.47	500.0	0.5936	8.1426	0.0000	0.0158	3.8814	26.8636	2.6376	1.2206
49	24500	340.3	813.53	500	807.47	500.0	0.6241	4.9083	0.0000	0.0137	3.5612	23.0613	2.2806	1.2813
50	25000	357.3	792.45	500	858.36	500.0	0.6168	6.5860	0.0000	0.0137	3.8650	26.2443	2.5284	1.2225
51	25500	362.8	851.33	500	858.36	500.0	0.6368	5.9253	0.0000	0.0144	3.8758	25.9494	2.4759	1.2492
52	26000	368.3	844.80	500	858.36	500.0	0.6301	5.0906	0.0000	0.0139	3.8774	26.1031	2.1901	1.2330
53	26500	373.9	810.47	500	858.36	500.0	0.6563	6.4493	0.0000	0.0116	4.2346	29.1613	2.5719	1.2611
54	27000	379.3	802.57	500	858.36	500.0	0.6538	8.6479	0.0000	0.0116	4.3793	30.6598	2.7666	1.2582
55	27500	395.9	888.17	500	843.10	500.0	0.6223	7.9751	0.0000	0.0118	4.5876	33.3712	2.9131	1.2302
56	28000	401.5	771.13	500	843.10	500.0	0.6565	8.5309	0.0000	0.0121	4.3402	30.2123	2.7406	1.2550
57	28500	407.0	796.60	500	843.10	500.0	0.6448	5.9927	0.0000	0.0111	4.0814	27.8632	2.6269	1.2290
58	29000	412.6	859.55	500	843.10	500.0	0.6264	7.0546	0.0000	0.0112	4.2004	29.4203	2.6742	1.2466
59	29500	418.1	767.16	500	843.10	500.0	0.7084	5.8524	0.0000	0.0136	4.3095	28.8597	2.7682	1.2744
60	30000	434.9	848.73	500	751.05	500.0	0.6466	7.7645	0.0000	0.0131	4.6445	33.4479	2.9265	1.2062
