iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
38	19000	353.4	858.31	500	807.02	500.0	0.3986	1.4448	-180.0831	0.0101	1.0382	2.3585	0.6595	1.6421
39	19500	361.2	846.58	500	807.02	500.0	0.4268	1.8881	-187.5012	0.0106	1.0803	2.2148	0.7607	1.6521
40	20000	382.2	767.60	500	861.44	500.0	0.4342	2.4391	-194.4724	0.0087	1.1075	2.3463	0.7227	1.6486
41	20500	390.0	891.27	500	861.44	500.0	0.4036	1.2566	-200.5218	0.0086	1.0098	1.9823	0.7034	1.6857
42	21000	397.7	933.17	500	861.44	500.0	0.4041	1.6489	-205.9617	0.0096	1.0251	2.1209	0.5935	1.6693
43	21500	405.4	888.85	500	861.44	500.0	0.3977	2.0997	-213.7594	0.0093	1.0091	2.0916	0.6964	1.6448
44	22000	413.2	935.44	500	861.44	500.0	0.3861	1.6205	-218.1253	0.0106	0.9644	1.8700	0.6269	1.6686
45	22500	433.8	896.36	500	896.97	500.0	0.4052	1.6201	-224.1435	0.0078	1.0014	1.8708	0.7108	1.6912
46	23000	441.6	847.69	500	896.97	500.0	0.3797	1.9073	-228.9218	0.0111	0.9501	1.8512	0.6091	1.6801
47	23500	449.5	919.72	500	896.97	500.0	0.4049	1.6916	-235.1744	0.0099	1.0135	1.9877	0.6918	1.6793
48	24000	457.5	947.47	500	896.97	500.0	0.3969	1.2219	-240.3236	0.0082	0.9696	1.7168	0.6640	1.6732
49	24500	465.5	974.23	500	896.97	500.0	0.4084	1.2907	-245.4552	0.0092	0.9964	1.7497	0.6795	1.7503
50	25000	486.5	879.64	500	938.72	500.0	0.3836	1.5952	-248.3070	0.0079	0.9247	1.5351	0.6255	1.7164
51	25500	494.4	950.17	500	938.72	500.0	0.3635	1.5106	-254.1217	0.0083	0.8827	1.5166	0.6136	1.7218
52	26000	502.4	928.83	500	938.72	500.0	0.3934	1.4583	-258.2744	0.0076	0.9284	1.3772	0.6552	1.7509
53	26500	510.3	901.01	500	938.72	500.0	0.3929	1.3596	-262.7975	0.0067	0.9342	1.4510	0.5810	1.7377
54	27000	518.2	953.11	500	938.72	500.0	0.3755	2.0448	-266.9586	0.0061	0.9348	1.8066	0.5595	1.7682
55	27500	539.5	950.16	500	953.47	500.0	0.3622	1.3079	-271.8798	0.0071	0.8536	1.2569	0.4959	1.7490
56	28000	547.5	940.65	500	953.47	500.0	0.3937	1.4804	-275.0310	0.0061	0.9409	1.5040	0.6169	1.7790
57	28500	555.4	940.75	500	953.47	500.0	0.3636	1.4863	-278.6506	0.0057	0.8639	1.3390	0.5693	1.7762
58	29000	563.4	951.86	500	953.47	500.0	0.3736	1.4358	-283.4547	0.0072	0.8721	1.2125	0.5851	1.7711
59	29500	571.3	939.57	500	953.47	500.0	0.3640	1.2120	-286.0040	0.0073	0.8622	1.3045	0.5671	1.7766
60	30000	592.4	967.20	500	850.58	500.0	0.3435	3.6364	-291.5424	0.0056	0.8540	1.6421	0.5737	1.7456
