iter	step	elapsed_s	train_reward	train_length	eval_reward	eval_length	consistency_loss	grad_norm	pi_loss	reward_loss	total_loss	value_loss	weighted_loss	z_std
34	17000	310.6	862.33	500	870.39	500.0	0.2667	1.5990	-190.0463	0.0165	0.8498	3.0827	0.5486	1.0754
35	17500	331.7	844.84	500	870.65	500.0	0.2516	2.1161	-198.5928	0.0152	0.8258	3.1496	0.5448	1.0736
36	18000	339.5	874.20	500	870.65	500.0	0.2395	2.7605	-202.8602	0.0151	0.8230	3.3639	0.5144	1.0944
37	18500	347.4	936.38	500	870.65	500.0	0.2469	2.1280	-210.2158	0.0187	0.8394	3.3630	0.5572	1.0997
38	19000	355.3	902.37	500	870.65	500.0	0.2495	1.6195	-220.1525	0.0141	0.7927	2.8656	0.5377	1.0535
39	19500	363.1	936.19	500	870.65	500.0	0.2440	1.4444	-226.2200	0.0149	0.7724	2.7694	0.5106	1.0713
40	20000	384.2	947.42	500	932.79	500.0	0.2321	3.1884	-229.0309	0.0126	0.7510	2.8047	0.4164	1.1125
41	20500	392.1	925.84	500	932.79	500.0	0.2283	4.9373	-238.4884	0.0131	0.7712	3.0798	0.5411	1.0372
42	21000	400.0	841.41	500	932.79	500.0	0.2229	2.8899	-243.9641	0.0128	0.7047	2.5258	0.4278	1.0550
43	21500	408.0	904.80	500	932.79	500.0	0.2330	1.5347	-249.2625	0.0108	0.7112	2.3982	0.4648	1.0477
44	22000	415.9	938.06	500	932.79	500.0	0.2317	1.2714	-254.5794	0.0169	0.6955	2.2361	0.4416	1.0394
45	22500	436.8	915.81	500	924.53	500.0	0.2320	1.4798	-257.6897	0.0115	0.6768	2.0717	0.4555	1.0828
46	23000	444.7	898.16	500	924.53	500.0	0.2138	2.0113	-264.3999	0.0148	0.6746	2.3949	0.4606	1.0539
47	23500	452.6	845.81	500	924.53	500.0	0.2244	3.1678	-269.2554	0.0137	0.6916	2.3603	0.4538	1.0420
48	24000	460.4	926.77	500	924.53	500.0	0.2206	3.2612	-273.4321	0.0141	0.6770	2.2881	0.4301	1.0397
49	24500	468.3	980.52	500	924.53	500.0	0.2103	1.5631	-277.6106	0.0118	0.6429	2.1643	0.4094	1.0609
50	25000	489.5	922.78	500	903.90	500.0	0.2114	0.7994	-283.5901	0.0097	0.6069	1.7920	0.3795	1.0482
51	25500	497.4	969.01	500	903.90	500.0	0.2027	1.4344	-286.8708	0.0111	0.5870	1.7603	0.3962	1.0545
52	26000	505.2	943.20	500	903.90	500.0	0.2021	4.2411	-291.6593	0.0097	0.6510	2.4199	0.3769	1.0610
53	26500	513.1	917.51	500	903.90	500.0	0.2099	2.9258	-294.5840	0.0115	0.6355	2.0990	0.4345	1.0766
54	27000	520.9	929.89	500	903.90	500.0	0.2106	1.5898	-299.6007	0.0145	0.6291	2.0061	0.3891	1.0593
55	27500	542.1	950.72	500	939.97	500.0	0.2097	1.1269	-303.6548	0.0128	0.5982	1.7247	0.3557	1.0685
56	28000	549.9	899.53	500	939.97	500.0	0.2107	3.6524	-306.3060	0.0117	0.6556	2.2825	0.4303	1.0773
57	28500	557.8	864.86	500	939.97	500.0	0.1950	1.3052	-310.0367	0.0091	0.5809	1.8638	0.3891	1.0879
58	29000	565.7	919.38	500	939.97	500.0	0.1977	1.6358	-314.6865	0.0096	0.6005	2.0039	0.3878	1.0638
59	29500	573.5	931.61	500	939.97	500.0	0.1939	4.2981	-318.7347	0.0081	0.6429	2.5116	0.4179	1.0513
60	30000	594.4	965.07	500	915.97	500.0	0.1986	2.5325	-321.6659	0.0064	0.6069	2.0639	0.3807	1.0674
